number_id,name,province,published_at_date,review_text,rating,sentiment
13480,Pantai Depok,Daerah Istimewa Yogyakarta,2017-12-08T05:31:09,Pantai kotor dan tidak terurus dgn baik.,2,Negative
13481,Pantai Depok,Daerah Istimewa Yogyakarta,2017-12-08T04:53:10,Tempat wisata kurang terkoordinasi baik.,3,Negative
13482,Pantai Depok,Daerah Istimewa Yogyakarta,2017-12-07T08:33:34,Garis pantai panjang sayangnya akibat hujan.deras beberapa hari kondisi pantai kurang bersih. Fasilitas bagus dilengkapi saung makan disekitar pantai tersebut,3,Neutral
13485,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-26T09:09:27,"Iya lumayan lah, lihat pantai... Cuma banyak sampah saja.",3,Neutral
13486,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-25T17:58:59,Lumayan murah beli ikan seger di sini...,3,Positive
13487,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-21T22:31:17,Tempat yg cocok untuk rekreasi,3,Positive
13488,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-22T07:53:00,Masakan sea food bu nanik recomended utk penyuka kepiting...yummyyyy....,1,Positive
13489,Pantai Depok,Daerah Istimewa Yogyakarta,2017-06-04T10:50:28,Cukup baik tapi perlu ditata,3,Neutral
13490,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-19T05:09:47,Enak buat makan tp kurang buat main air,3,Neutral
13491,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-16T01:03:03,Fasilitasnya Beda ya sama 7tahun yang lalu,3,Neutral
13492,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-14T12:28:44,"Kotor, view kurang bagus. Semoga ke depannya bisa lebih baik. ",3,Negative
13493,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-09T03:48:29,Tempat ny kelihatan kumuh kaya tdk di tata apik... sayang sekali,3,Negative
13494,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-04T11:25:44,Lumayanlah..menikmati angin pantai,3,Positive
13495,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-04T11:17:25,Destinasi wisata pantai di pantai selatan jawa,3,Positive
13496,Pantai Depok,Daerah Istimewa Yogyakarta,2017-11-03T14:45:08,"Kurang bersih, sampah berserakan",3,Negative
13497,Pantai Depok,Daerah Istimewa Yogyakarta,2017-10-25T23:36:30,Lumayan bagus. Buat yg nggak suka keramaian cocok..,3,Positive
13498,Pantai Depok,Daerah Istimewa Yogyakarta,2017-10-24T18:42:47,"Kebersihan harus lebih dijaga, harga makanan juga kurang bersahabat.",1,Negative
13499,Pantai Depok,Daerah Istimewa Yogyakarta,2017-10-19T00:23:32,Pantai yang bagus dan sekalian menikmati ikan bakar yang sedap,3,Positive
13500,Pantai Depok,Daerah Istimewa Yogyakarta,2017-10-18T09:30:31,Makanannya sih lumayan dari segi rasa dan harga. Hanya kurang dari segi kebersihan dan fasilitas,3,Neutral
13501,Pantai Depok,Daerah Istimewa Yogyakarta,2017-10-18T09:19:15,"Banyak pengunjung di hari tertentu, banyak sampah sangat meresahkan....",1,Negative
13502,Pantai Depok,Daerah Istimewa Yogyakarta,2017-10-17T05:36:50,Kuliner laut lebih mahal dr hrga kota,2,Negative
13503,Pantai Depok,Daerah Istimewa Yogyakarta,2017-10-05T03:43:54,Walopun tak seindah pantai di gunung kidul tp lumayan lah bs untuk bersantai dan gak jauh2 amat dari kota,3,Neutral
13504,Pantai Depok,Daerah Istimewa Yogyakarta,2017-10-04T05:00:05,"Tempat kuliner masakan ikan laut di kabupaten bantul, sayang kebersihan masih kurang",3,Neutral
13505,Pantai Depok,Daerah Istimewa Yogyakarta,2017-09-23T22:32:10,Tempatnya kurang bersih...,2,Negative
13506,Pantai Depok,Daerah Istimewa Yogyakarta,2017-09-22T22:15:44,Lumayan bagus..banyak pilihan untuk menu seafoodnya,3,Positive
13507,Pantai Depok,Daerah Istimewa Yogyakarta,2017-09-14T07:36:00,"Wisata Kuliner Seafood dengan lebih 100 pilihan warung makan. Rekomendasi: warung Seafood ""mbak Rani""",1,Positive
13508,Pantai Depok,Daerah Istimewa Yogyakarta,2017-09-13T05:36:38,Pasirnya hitam..hehehe,3,Neutral
13509,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-29T05:55:27,"Pantai depok bantul yg terletak selatan kb bantul yk cocok tuk melepas lelah bersama kluarga cuman di TPI pasar ikan di sekitarnya kalo siang hawanya panas banget apa karena saya berasal dr lereng merapi... Tp tempatnya asyik... Juga. Kulinernya khas masakan ikan, namun harus sabar... Tuk menanti nya, sedikit lama pd waktu itu saya ber 9 org cuma pesen cakalan bakar 3 ca kangkung 2 cumi tepung 1 sup ikan 1 nunggunya ampe hampir 1,5 jm, minum teh 7 gelas.. Keburu nafsu mknnya hilang...",3,Neutral
13510,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-26T11:37:26,Tersedia beberapa pondok yg olahan seafoodnya enak. Kebersihan area pantai perlu utk terus dijaga.,3,Positive
13511,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-20T02:17:34,Bagus ini jalan enak,1,Positive
13512,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-20T02:01:01,Pantai nan cantik. . Namun masih banyak kurang kesadaran para pengunjung untuk membuang sampah pada tempatnya,3,Neutral
13513,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-19T13:31:27,Enak nih buat beli ikan segar..,3,Positive
13514,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-17T23:26:31,Cocok untuk menikmati liburan sambil makan ikan laut.,3,Positive
13515,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-15T16:00:58,"Pantainya mulai kotor, tapi lumayan buat piknik bareng teman.",3,Neutral
13516,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-15T04:49:08,Lumayan buat ngilangin penat dg lihat pantai sambil makan ikan bakar segar..,3,Positive
13517,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-14T08:38:22,"Berjalan santai jadi pilihan menyenangkan. Bentang panjang pantai yang lumayan. Berjalan pantai jadi pilihan aktivitas di aini karena ada larangan mandi di pantai, ombaknya memang dasyat sih. Gede. Penyewaan ATV juga ada sih tapi jalan kaki mungkin lebih menyenangkan. Oh iya, pantai ini juga tempat aktivitas melaut dan menjual ikan nelayan.",3,Positive
13518,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-29T09:21:45,Pantai tidak terlalu crowded dan bisa menikmati santapan ikan laut,3,Positive
13519,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-11T03:12:57,Hati hati...banyak calo tempat makan....mending cari tempat yg sesuai baru pesan makan...,3,Negative
13520,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-11T02:41:55,"Pantainya indah , cocok buat hiburan sama keluarga .
Banyak warung makan seafood , bisa pilih sesuai selera , harganya juga terjangkau .",3,Positive
13521,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-08T16:23:31,"ombaknya terlalu besar, bahaya",3,Negative
13522,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-08T05:22:52,Kurang bersih tempatnya,3,Negative
13523,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-06T10:49:20,Kuliner lumayan lengkap,3,Positive
13524,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-06T01:34:25,Pantainya tidak dikelola kebersihannya dan jalan belum diaspal sanitair tidak ada,2,Negative
13525,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-05T08:36:03,"Pantainya rame sih, tp jarang yg jual makanan berat. Jadi kalau kesini harus dalam keadaan kenyang atau bawa bekal",3,Neutral
13526,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-05T04:42:47,Lokasi belanja ikan laut masak yang lengkap dan bervariasi,3,Positive
13527,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-02T00:36:32,"Lumayan menarik untuk liburan keluarga,bisa makan sea fodd segar sambik mebikmati pantai depok yang indah",3,Positive
13528,Pantai Depok,Daerah Istimewa Yogyakarta,2017-08-01T23:38:26,"Selalu ramai saat pagi hari, banyak pedagang, dan pengunjung yg melihat perahu nelayan pulang, terdapat permainan apv. Kondisi pantai sangat bagus dengan ombak yang indah. Namun, terlihat kotor dibeberapa titik karena banyak sampah. Jagalah kebersihan dan selalu berhati-hati saat bermain di pantai.",3,Neutral
13529,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-30T01:38:38,Ada pasar ikan segar untuk di bakar .seger ikan nya,2,Positive
13530,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-29T15:13:53,"Tempat menikmati dahsyatnya ombak dan perahu2 nelayan yg ditambatkan di tepian pantai.
Sy kurang yakin apakah ikan yg dijual adalah hasil tangkapan nelayan2 lokal atau mendatangkn dr daerah lain? Krna harga ikan yg dipasarkan rata2 malah lebih mahal (minimal sama) dengan harga di pasar jogja.",3,Negative
13531,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-23T00:00:25,"Pantai ramai dan sejuk..

Parkir tersedia cukup luas dan banyak terdapat pedagang makanan olahan aneka hasil laut..

Sayangnya kondisi pantai kurang terjaga kebersihannya dan minim fasilitas umum..",3,Neutral
13532,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-19T13:58:45,"Tempatnya sudah ngga sebersih dulu,,",2,Negative
13533,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-19T01:18:53,"Pengunjung ramai, bisa beli ikan langsung dari nelayan yg baru mendarat trus bisa dimasakin sama mbak2 dr pondok makan yg banyak di sekitar lokasi pantai. Pokoknya asyik tp sayang gak boleh mandi pantai.",3,Positive
13534,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-18T21:10:55,"Pantainya indah, tapi semakin kesini semakin mudah kumuh",3,Negative
13535,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-18T09:58:12,Makanan harganya murah hanya saja tempat makannya kurang bersih,3,Neutral
13536,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-14T00:42:46,"pantai selatan yg cukup indah, ada makanan hasil laut dan ada pasar ikan segar hasil tangkapan nelayan. bisa menikmati makanan minuman ringan sambil menikmati keindahan pantai.",3,Positive
13537,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-07T12:32:15,"Pantainya nggak jernih sih, tapi kalau mau kuliner ikan2 segar pantai Depok bisa dikatakan surganya",2,Positive
13538,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-05T02:03:49,"Pantainya bagus, tapi tempatnya kurang bersih, dan hati-hati dalam memilih warung seafoodnya ya.",3,
13539,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-04T01:37:57,Ramai pengunjung tapi sayang agak kotor banyak sampah plastik.,3,Negative
13540,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-03T09:07:38,"pantai nya sebetulnya bagus, tapi kurang bersih dan kurang tertata dan yang paling bikin kecewa tempat makan seafood yang di dekat pesisir pantai, harga sangat mahal, apalagi nasi nya  30rb per ceting yang bikin geleng2. kalo bisa harga sewajarnya sajalah semoga pengelola daerah bisa menindak lanjuti kembali. jika begini terus mana ada wisatawan yang ingin kembali berkunjung.",1,Negative
13541,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-01T04:09:53,Bau amis ikan yang masih tercium,1,Negative
13542,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-01T00:58:25,"Pantainya biasa saja, banyak warung makan",3,Neutral
13543,Pantai Depok,Daerah Istimewa Yogyakarta,2017-07-01T00:32:20,Tempatnya bersih bisa liat nelayan pergi melaut,3,Positive
13544,Pantai Depok,Daerah Istimewa Yogyakarta,2017-06-29T00:41:55,Tempat yang pas buat liburan di pantai serta menikmati kuliner lautnya,3,Positive
13545,Pantai Depok,Daerah Istimewa Yogyakarta,2017-06-27T02:00:01,"Pantainya lumayan bagus, cuma ombaknya cukup besar.",3,Neutral
13546,Pantai Depok,Daerah Istimewa Yogyakarta,2017-06-22T14:38:25,Lokasi cukup terjangkau... Suasana tenang... Tetapi bau amis.a msih pekat,3,Neutral
13547,Pantai Depok,Daerah Istimewa Yogyakarta,2017-06-20T14:39:21,Pantainya indah di pagi hari. Kita dapat membeli ikan segar dari nelayan very very fresh gan,3,Positive
13548,Pantai Depok,Daerah Istimewa Yogyakarta,2017-06-14T14:47:40,Tempat yg cocok buat kuliner,3,Positive
13549,Pantai Depok,Daerah Istimewa Yogyakarta,2017-06-07T22:53:12,Dulu biasa pagi-pagi di pantai Depok,3,Neutral
13550,Pantai Depok,Daerah Istimewa Yogyakarta,2017-06-05T11:51:50,"lumayan bagus,  tp sedikit kotor sampah dimana mana..",2,Neutral
13551,Pantai Depok,Daerah Istimewa Yogyakarta,2017-05-30T05:13:03,"Pantai yang kotor. Memang pantai hanya untuk makan, dan semacam hiburan rakyat.",3,Negative
13552,Pantai Depok,Daerah Istimewa Yogyakarta,2017-05-20T23:36:47,"Ga bs berenang. Pantainya cantik, tp byk pemilik warung makan yg nawarin jasa dgn maksa,  dan harganya dinaikkan seenaknya. Harus bisa nawar!",3,Negative
13553,Pantai Depok,Daerah Istimewa Yogyakarta,2017-05-17T01:02:57,Banyak rumah mkan seafood,3,Positive
13554,Pantai Depok,Daerah Istimewa Yogyakarta,2017-04-21T12:12:41,"Untuk sekedar berganti suasana rekreasi, pantai depok populer untuk wisata pantai dengan fasilitas penjualan dan kuliner ikan laut yg lengkap.",3,Positive
13555,Pantai Depok,Daerah Istimewa Yogyakarta,2017-05-06T23:47:10,Suasana pagi indah sekali,3,Positive
13556,Pantai Depok,Daerah Istimewa Yogyakarta,2017-04-20T16:15:22,Wisata pantai dan kuliner yang cukup tenang,3,Positive
13557,Pantai Depok,Daerah Istimewa Yogyakarta,2017-04-19T11:17:10,Sedikit susah untuk mencari makan. Disarankan untuk membawa makanan.,3,Negative
13558,Pantai Depok,Daerah Istimewa Yogyakarta,2017-04-14T09:52:46,"Kalo hari minggu pagi ada semacam pasar tiban yg jual makanan ""ndeso"" dan murah2. Ada pasar ikan. Lebih afdol dan murah kalo beli ikan langsung di nelayan yg habis menepi. Tapi klo mau makan seafood di warung2, harus siap duit lebih, karena di daftar menu gak tercantum harga.",3,Neutral
13559,Pantai Depok,Daerah Istimewa Yogyakarta,2017-04-04T08:27:59,Makanannya kurang enak...,3,Negative
13560,Pantai Depok,Daerah Istimewa Yogyakarta,2017-04-01T01:27:15,Tempat yang tepat untuk kuliner dan belanja ikan segar tapi tidak untuk wisata pantai.. kotor.,3,Neutral
13561,Pantai Depok,Daerah Istimewa Yogyakarta,2017-03-28T07:08:17,Alangkah baik jika kebersihan mulai diperhatikan,1,Negative
13562,Pantai Depok,Daerah Istimewa Yogyakarta,2017-03-28T02:18:56,ATV 50rb setengah jam.... pantai kirang terawat... overall OK,3,Neutral
13563,Pantai Depok,Daerah Istimewa Yogyakarta,2017-03-18T09:37:21,"Yang paling dikangenin dari pantai Depok adalah masakan di pinggir pantainya, yang menyediakan menu ikan segar... nyummyy",3,Positive
13564,Pantai Depok,Daerah Istimewa Yogyakarta,2017-03-10T07:23:50,Lumayan  buat cari seafood,3,Positive
13565,Pantai Depok,Daerah Istimewa Yogyakarta,2017-03-05T04:09:44,"Pantai dengan pilihan ikan yang beragam, fresh, dengan harga terjangkau",3,Positive
13566,Pantai Depok,Daerah Istimewa Yogyakarta,2017-03-01T22:36:51,"Lumayan lah untuk tujuan wisata, jika ingin pantai berpasir putih bukan di sini tapi tempatnya",3,Neutral
13567,Pantai Depok,Daerah Istimewa Yogyakarta,2017-02-02T10:09:16,Mantab lah ni kalo liburan di pantai nyari seafood,3,Positive
13568,Pantai Depok,Daerah Istimewa Yogyakarta,2017-01-19T06:25:48,"iya karena bagus, indah,dan sejuk",2,Positive
13569,Pantai Depok,Daerah Istimewa Yogyakarta,2016-12-28T08:27:32,Lumayan untuk melepas stress,3,Positive
13570,Pantai Depok,Daerah Istimewa Yogyakarta,2016-12-26T04:36:50,Lumayan dapet ikan segar,3,Positive
13571,Pantai Depok,Daerah Istimewa Yogyakarta,2016-12-18T00:19:07,"Tempatnya bagus namun kebersihan kurang di jaga, makanan lautnya enak2 dan murah2",3,Neutral
13572,Pantai Depok,Daerah Istimewa Yogyakarta,2016-12-08T05:14:05,Pantai dengan masakan seafoodnya yg mantap,3,Positive
13573,Pantai Depok,Daerah Istimewa Yogyakarta,2016-11-26T16:39:50,"Pas ada nelayan datang, ikannya boleh langsung dibeli",3,Positive
13574,Pantai Depok,Daerah Istimewa Yogyakarta,2016-11-26T11:21:09,Suasana pantai yg sangat menyenangkan...,3,Positive
13575,Pantai Depok,Daerah Istimewa Yogyakarta,2016-11-05T06:19:32,"Alternatif selain Pantai Parangtritis..
Relatif Lebih sepi
Kecuali saat high season, ramenya juga gak ketulungan",3,Neutral
13576,Pantai Depok,Daerah Istimewa Yogyakarta,2016-10-17T14:07:31,"Makan Seafood, oleh oleh ikan asin",3,Positive
13577,Pantai Depok,Daerah Istimewa Yogyakarta,2016-08-24T15:50:25,"Pantai disini cocok buat piknik keluarga dan makan masakan sea food bisa beli lagnsung ikan lewat pelelangan, untuk pemandangan pantainya biasa",3,Positive
13578,Pantai Depok,Daerah Istimewa Yogyakarta,2016-07-14T08:11:37,Orang orang tdk bertanggung jawab buang sampah sembarangan.......  #BuangSampahItuGakAsik,2,Negative
13579,Pantai Depok,Daerah Istimewa Yogyakarta,2016-07-08T05:10:33,Pantai Depok buat makan ikan segar ...,3,Positive
13580,Pantai Depok,Daerah Istimewa Yogyakarta,2016-06-03T13:04:46,Tahun lalu kesini...,3,Neutral
13581,Pantai Depok,Daerah Istimewa Yogyakarta,2016-06-02T13:40:40,Sudah ter-eksplotasi besar-besaran.. hanya untuk trmpat makan hidangan laut saja.. pantai not rekomended,3,Negative
13582,Pantai Depok,Daerah Istimewa Yogyakarta,2016-05-18T01:49:37,Berisik ga nyaman ada rental atv,1,Negative
13583,Pantai Depok,Daerah Istimewa Yogyakarta,2016-05-08T16:22:59,Sayang kurang terawat.. Tapi hasil lautnya mantap,3,Neutral
13584,Pantai Depok,Daerah Istimewa Yogyakarta,2016-04-03T15:53:54,"Plus: Pantai nelayan jadi banyak ikan segar.
Negatif: Pantainya kotor, sewa ATV terlalu mahal dan jelek.",2,Neutral
13585,Pantai Depok,Daerah Istimewa Yogyakarta,2016-01-01T23:41:10,"Pantai pasir hitam, banyak pengunjung di musim liburan. Banyak sampah juga. Gak beda jauh sama parangtritis.",2,Negative
13586,Pantai Depok,Daerah Istimewa Yogyakarta,2015-12-25T14:40:37,Tempat hunting seafood langsung dari nelayan lokal,3,Positive
13587,Pantai Depok,Daerah Istimewa Yogyakarta,2015-12-23T11:34:18,Gk bagus.. bagusan pantai di raja ampat,1,Negative
13588,Pantai Depok,Daerah Istimewa Yogyakarta,2015-04-13T20:18:13,apa benar sekarang pantai depok ditutup?,3,Neutral
13589,Pantai Depok,Daerah Istimewa Yogyakarta,2014-09-24T04:11:56,"Bakar ikan di sini sambil menikmati sunset,,, sesuatu banget",1,Positive
13590,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2025-04-04T01:47:22,"Nagih uang parkir kaya preman njis.
Kbnykn pungli juga dikit2 byar",1,Negative
13591,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2025-04-02T03:33:42,"Sampah kayu"" hanyut dari sungai sangat banyak

Perlu tindakan pengelola & masyarakat sekitar utk dibersihkan dan bisa dimanfaatkan utk katu bakar penduduk sekitar.",3,Negative
13592,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2025-03-10T10:28:22,"Lumayan bagus dan rame untuk ajak main anak2 masuk nya 10k,,sewa kuda sekali putaran 30k,sewa atf 30k,renang 10k,sewa payung 25k",3,Positive
13593,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-12-08T05:17:38,"Sekarang apa2 makin mahal tiket masuk skrng sudah 10rb per org, parkir 10rb, toilet  3 RB, wkwkkw wudhu jg bayar",1,Negative
13594,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-10-22T14:47:57,pantai bagus cuma masalah sampah masih banyak yang sembarangan,3,Negative
13595,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-10-21T06:47:29,"jau"" sm pacar dr malang ke pantai glagah smpai sna pantainya kotor bgt dan kumuh, banya pedagang yg menganggu pemandangan, dan yg plg bkin risi adlh tukang parkirny liatin dr atas smpai bwh bhkn liat brulg kli bkn hny 1 kli 2 kli, sy sbgai cwe sgt risi dgn tingkah laku yg sprt itu",1,Negative
13596,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-09-19T21:59:44,"Mungkin untuk kebersihan pantai nya harus di tingkatin lagi, kemarin ke sana di deket bibir pantai bnyk sampah yg menumpuk",3,Negative
13597,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-07-28T03:10:18,"Penjaga loket masuk pantai glagah bertindak tidak sopan pada pengunjung , padahal kamu juga bayar sama seperti lainnya",1,Negative
13598,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-05-09T09:22:47,"Tiket masuk 10k/ orang
Parkir motor 3k
Banyak jajanan babycrabs, undur dll
Ada rekreasi prahu 10k
Ada kolam anak 10k
tadi niatnya mau beli ikan siapa tau ada nelayan jual eh gak ada katanya ombaknya lagi kenceng",3,Neutral
13599,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-06-04T11:40:48,"Dulu thn,1996, liburan sekolah stm,Kemari pantainya ga,terawat yg ada sepanjang pantai,di penuhi buah semangka.sekarang udah jadi Taman kreasi di pantainya. Bangkitkan,terus pantainya.pa bupati.",3,Positive
13600,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-04-26T08:40:18,"Tak sesuai dengan ekspektasi yang ada di sosmed.
Tapi untuk makanan nya murah meriah.
Lebih murah dari Jogja",1,Neutral
13601,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-04-18T14:35:11,"Iseng ke sini karena dekat dari hotel
Bagus untuk lihat sunset
Tapi
Gabisa main di air karena ombak besar, sudah menelan banyak korban
Pasirnya hitam, dan pantainya kotor sekaliiii
Bau amis dan kumuh sejak dari parkiran
Bikin ga mood untuk makan atau jajan

Overall, cukup sekali aja deh ke sini ",3,Negative
13602,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-04-17T06:49:10,"Nganter wisatawan ke seluruh penjuru Jogja, baru disini ..supir nya di paksa suruh bayar tiket masuk 10k , keren pokonya ..",1,Negative
13603,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-04-13T08:47:37,Masuk bayar 10.000 tapi pantainya kotor banget,1,Negative
13604,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2024-01-05T11:47:17,"Ga sebagus dulu, Sekarang sampai ujung isinya orang jualan sudah tidak sebagus dlu 2019 kebawah",1,Negative
13605,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-12-26T19:22:27,"Mampir Ke pantai ini krn dlm perjalanan melewati jalan pantai selatan, dari parkiran mobil menuju pantai lumayan jauh melewati penjual2 souvenir dan makanan laut. Krn sdg musim liburan jadi ramai orang. Pantainya agak kotor, karena bnyk tumpukan sampah,  terutama di sekitar pemecah ombak.",2,Negative
13606,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-11-19T09:27:02,"Kesadaran masyarakat kurang. Banyak sampah di pasar, banyak lalat di sekitaran kios makanan. Pasir hitam. Ga bs renang krn arus kencang",2,Negative
13607,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-10-30T02:00:43,sangat disayangkan spot foto di zona pemecah ombak terdapat pedagang dibagian tepi. Bukannya makin estetis namun malah bkin pemandangan terhalang pandangan oleh pedagang warung ditambah sampah2 yang berserakan di area pemecah ombak. Saran saya sih harusnya khusus pedagang jangan berada di kawasan spot foto tsb.,1,Negative
13608,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-10-25T14:32:51,Mohon maaf sy jujur masih ada tempat yg kotor. Maka dari itu pengunjung sebaikny lebih menyadari akan kebersihan lingkungan. Dan jujur ly HR Minggu kmarin banyak pesepeda yg memenuhi akses jalan ,3,Negative
13609,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-10-08T23:31:48,"Pantainya Indah, bersih. Parkir mobil 10rb. Lebih mahal dari ticket masuk 6000/orang.
Jika bergeser ke Hutan mangrove/jembatan api api ada ongkos lagi yg tdk dikelola secara resmi. Pemerintah mesti turun tangan, kelola secara resmi.",3,Neutral
13610,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-08-23T14:56:26,"Hi Tukang Keliling
Pantai ini sebenernya bagus... tempat parkir dengan adem.. dan hari ini anginnya lagi enak banget.. view fotonya banyak dan bagus bagus.. sayang sarana dan prasarananya agak kurang.. mungkin rame kalau waktu-tentu tertentu saja.. jadi tempat buat tenant jualan tidak terisi.. mudah-mudahan kedepan lebih baik.. mengingat bandara baru sdh beroperasi lama.. sukses kedepannya
Semoga bermanfaat..",3,Neutral
13611,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-07-31T05:19:06,"Tempatnya ya lumayanlah untuk santai-santai,anginnya cukup sedang tp juga agak besar dikit",3,Positive
13612,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-07-22T13:23:29,"pasir hitam, cukup crowded pada waktu saya ke sana",3,Neutral
13613,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-07-03T08:01:51,"Pantainya bagus..
Tp jika anak kecil mau ke kamar mandi lbih baik ditemani ortu,,jgn dibiarin sendirian..
Pengalaman minggu kmaren anak saya cuci muka karna kena pasir dsuruh bayar 7rb....#kamarmandi yg deket ATV",1,Negative
13614,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-05-08T16:02:39,"Pantainya kotor, banyak sampah terbawa arus ke pinggiran. Harusnya tiket masuk sudah sekalian parkir saja, biar parkir dikelola satu pintu.",2,Negative
13615,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-04-03T13:49:16,Breakwaternya sudah rusak. Sayang sekali dulu perencanaannya tidak matang.,3,Negative
13616,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-03-24T07:31:22,Klo liat dari tahun ke tahun sepertinya banyak kemunduran jadi agak kumuh perlu diremajakan area sekitarnya...agar indah kembali seperti dulu.,3,Negative
13617,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-03-02T02:15:58,pantai kotor dan kurang terawat,3,Negative
13618,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-01-17T17:00:27,"Pantai indah, namun sayang sekali sampah banyak berserakan jadinya sedikit merusak pemandangan. Untuk angin dan ombak lumayan besar, di sini juga dilarang berenang dan tidak disarankan untuk bermain-main terlalu dekat dengan air karena ombak yang cukup besar dan berbahaya rentan terjadi rip current. Namun, untuk tempat melihat sunset cukup bagus karena kita bisa melihat matahari tenggelam di sini tanpa tertutup apapun.",3,Neutral
13619,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2023-01-12T19:50:20,"Pantai yg berada di sisi barat kota jogja yg berada di wilayah kulonprogo dekat dengan bandara Internasional Yogyakatta
Harap hati2 dan waspada ketika musim gelombang tinggi",3,Neutral
13620,Pantai Glagah Indah,Daerah Istimewa Yogyakarta,2022-11-11T22:33:34,"Banyak pungli, geser kendaraaan sedikit kena biaya parkir. Masuk bayar 6000 per orang, parkir 10000 per tempat. Ditulis ketentuannya kalo barang ilang kaga tanggung jawab. Mobil ilang ngga tanggung jawab juga? Lah terus ngapain bayar? Cuma buat bayar cetak tiket doank apa prit prit prit?",1,Negative
